timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1639991929491,513,case9_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",873,1,1,512,0
1639991930009,690,case10_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",873,1,1,690,0
1639991930704,577,case11_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",873,1,1,577,0
1639991980098,1765,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",838,1,1,1765,0
1639991981871,856,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",879,1,1,855,0
1639991982732,742,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",877,1,1,742,0
1639991983483,1048,case4_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",845,1,1,1048,0
1639991984534,462,case5_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",873,1,1,462,0
1639991985002,500,case6_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",873,1,1,500,0
1639991985509,120,case7_Mobile transfer,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: java.net.SocketException: Socket closed,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",3451,1,1,0,0
1639992519611,686,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",839,1,1,686,0
1639992520339,465,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",878,1,1,465,0
1639992520847,392,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",877,1,1,392,0
1639992521277,362,case4_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",845,1,1,362,0
1639992521671,379,case5_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,379,0
1639992522098,383,case6_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,382,0
1639992522513,364,case7_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,364,0
1639992522897,363,case8_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,362,0
1639992523280,387,case9_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,387,0
1639992523687,371,case10_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,371,0
1639992524083,751,case11_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\"" :"" at line 8, column 45.
",873,1,1,751,0
1639992556072,712,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",839,1,1,712,0
1639992556808,379,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",878,1,1,379,0
1639992557204,379,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",877,1,1,379,0
1639992557601,403,case4_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",845,1,1,403,0
1639992558021,364,case5_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,364,0
1639992558403,374,case6_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,373,0
1639992558809,369,case7_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,369,0
1639992559200,373,case8_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,372,0
1639992559590,1425,case9_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,1425,0
1639992561032,360,case10_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,360,0
1639992561415,414,case11_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,414,0
1639993040896,657,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",839,1,1,657,0
1639993041578,411,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",878,1,1,410,0
1639993042017,425,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",877,1,1,425,0
1639993042464,378,case4_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",845,1,1,378,0
1639993042867,366,case5_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,366,0
1639993043257,374,case6_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,374,0
1639993043679,382,case7_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,382,0
1639993044083,397,case8_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,396,0
1639993044499,401,case9_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,401,0
1639993044923,376,case10_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,376,0
1639993045314,390,case11_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	In file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' Encountered ""( response . indexOf ( \""\\\""message\\\"":[\\\""), response.lastIndexOf(\"" ]"" at line 8, column 45.
",873,1,1,390,0
1639995049567,1472,case1_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",799,1,1,1472,0
1639995051047,363,case2_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",799,1,1,363,0
1639995051415,358,case3_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,357,0
1639995051778,413,case4_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,412,0
1639995052197,1077,case5_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,1077,0
1639995053279,514,case6_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,514,0
1639995053800,908,case7_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,908,0
1639995054713,609,case8_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,609,0
1639995055328,419,case9_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,419,0
1639995055752,411,case10_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,411,0
1639995056168,532,case11_Mobile transfer,401,Unauthorized,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",800,1,1,532,0
1639995423015,3329,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",840,1,1,3328,0
1639995426366,887,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received 'from_currency' must be less than 4 characters. You entered 7 characters.,Invalid from currency",879,1,1,887,0
1639995427268,992,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received 'to_currency' must be less than 4 characters. You entered 7 characters.,Invalid to currency",877,1,1,992,0
1639995428265,630,case4_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,Error message expected to have: but received Prepaid Visa EmailID is missing,845,1,1,630,0
1639995428902,559,case5_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,559,0
1639995429468,649,case6_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,648,0
1639995430122,517,case7_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,517,0
1639995430643,434,case8_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,434,0
1639995431081,387,case9_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,387,0
1639995431474,502,case10_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,502,0
1639995431979,450,case11_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have: but received Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508",873,1,1,450,0
1639995607836,722,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",839,1,1,722,0
1639995608567,381,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:from_currency' must be less than 4 characters. You entered 7 characters.,Invalid from currency but received 'from_currency' must be less than 4 characters. You entered 7 characters.,Invalid from currency",878,1,1,381,0
1639995608953,361,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:to_currency' must be less than 4 characters. You entered 7 characters.,Invalid to currency but received 'to_currency' must be less than 4 characters. You entered 7 characters.,Invalid to currency",876,1,1,361,0
1639995609318,368,case4_Mobile transfer,200,OK,Mobile API 1-1,text,true,,845,1,1,368,0
1639995609691,358,case5_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508 but received Prepaid Visa EmailID is missing",845,1,1,358,0
1639995610055,410,case6_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",830,1,1,410,0
1639995610470,406,case7_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508 but received Invalid User Linked Bank ID",839,1,1,406,0
1639995610879,900,case8_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508 but received Invalid User Linked Bank ID",839,1,1,900,0
1639995611786,1023,case9_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",840,1,1,1023,0
1639995612814,714,case10_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508 but received Invalid User Linked Bank ID",839,1,1,714,0
1639995613532,705,case11_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:Invalid Payment Method. Please only use: XTR94500,XTR94505,XTR94503,XTR94506,XTR94507,XTR94508 but received Invalid User Linked Bank ID",839,1,1,705,0
1639996387796,1635,case1_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"org.apache.jorphan.util.JMeterException: Error invoking bsh method: eval	Sourced file: inline evaluation of: `` String response = prev.getResponseDataAsString(); String expmessage=vars.get(""e . . . '' : Method Invocation response.substring",839,1,1,1635,0
1639996389440,480,case2_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:from_currency' must be less than 4 characters. You entered 7 characters.,Invalid from currency but received 'from_currency' must be less than 4 characters. You entered 7 characters.,Invalid from currency",879,1,1,480,0
1639996389925,831,case3_Mobile transfer,400,Bad Request,Mobile API 1-1,text,false,"Error message expected to have:to_currency' must be less than 4 characters. You entered 7 characters.,Invalid to currency but received 'to_currency' must be less than 4 characters. You entered 7 characters.,Invalid to currency",877,1,1,830,0
1639996390761,527,case4_Mobile transfer,200,OK,Mobile API 1-1,text,true,,846,1,1,527,0
1639996391293,388,case5_Mobile transfer,200,OK,Mobile API 1-1,text,true,,845,1,1,388,0
